,Date,Adj Close,daily returns,year
0,1985-01-29,1292.619995,0.0,1985
1,1985-01-30,1287.880005,-0.0036669632361675127,1985
2,1985-01-31,1286.77002,-0.0008618698913646474,1985
3,1985-02-01,1277.719971,-0.007033151891431186,1985
4,1985-02-04,1290.079956,0.009673469367725842,1985
5,1985-02-05,1285.22998,-0.0037594383025977107,1985
6,1985-02-06,1280.589966,-0.0036102596984238294,1985
7,1985-02-07,1290.079956,0.007410639042911285,1985
8,1985-02-08,1289.969971,-8.525440573549343e-05,1985
9,1985-02-11,1276.060059,-0.010783128532222304,1985
10,1985-02-12,1276.609985,0.00043095620470332533,1985
11,1985-02-13,1297.920044,0.01669269334439673,1985
12,1985-02-14,1287.880005,-0.007735483434756154,1985
13,1985-02-15,1282.02002,-0.004550101699886281,1985
14,1985-02-19,1280.589966,-0.0011154693200500312,1985
15,1985-02-20,1283.130005,0.001983491255935687,1985
16,1985-02-21,1279.040039,-0.0031874915122104123,1985
17,1985-02-22,1275.839966,-0.0025019334050730016,1985
18,1985-02-25,1277.5,0.0013011302704402004,1985
19,1985-02-26,1286.109985,0.006739714285714326,1985
20,1985-02-27,1281.030029,-0.0039498612554509,1985
21,1985-02-28,1284.01001,0.002326238208737535,1985
22,1985-03-01,1299.359985,0.011954715991661223,1985
23,1985-03-04,1289.530029,-0.007565229123167155,1985
24,1985-03-05,1291.849976,0.00179906395960319,1985
25,1985-03-06,1280.369995,-0.00888646608605886,1985
26,1985-03-07,1271.530029,-0.006904227711146889,1985
27,1985-03-08,1269.660034,-0.0014706652279936182,1985
28,1985-03-11,1268.550049,-0.000874237961561332,1985
29,1985-03-12,1271.75,0.0025225264092044158,1985
30,1985-03-13,1261.699951,-0.007902535089443637,1985
31,1985-03-14,1260.050049,-0.0013076817500804602,1985
32,1985-03-15,1247.349976,-0.010079022662694231,1985
33,1985-03-18,1249.670044,0.0018599976306890088,1985
34,1985-03-19,1271.089966,0.01714046207864453,1985
35,1985-03-20,1265.23999,-0.004602330406563818,1985
36,1985-03-21,1268.219971,0.0023552693746266688,1985
37,1985-03-22,1267.449951,-0.0006071659630093708,1985
38,1985-03-25,1259.939941,-0.0059252911675720795,1985
39,1985-03-26,1259.719971,-0.0001745876869539633,1985
40,1985-03-27,1264.910034,0.004120013272378302,1985
41,1985-03-28,1260.709961,-0.0033204519587200737,1985
42,1985-03-29,1266.780029,0.004814801332405742,1985
43,1985-04-01,1272.75,0.004712713228288498,1985
44,1985-04-02,1265.680054,-0.00555485837752903,1985
45,1985-04-03,1258.060059,-0.006020474902735583,1985
46,1985-04-04,1259.050049,0.0007869179161342681,1985
47,1985-04-08,1252.97998,-0.004821149885837363,1985
48,1985-04-09,1253.859985,0.000702329657334176,1985
49,1985-04-10,1259.939941,0.004848991173444329,1985
50,1985-04-11,1263.689941,0.002976332345670118,1985
51,1985-04-12,1265.680054,0.0015748427960303258,1985
52,1985-04-15,1266.780029,0.0008690782449512205,1985
53,1985-04-16,1269.550049,0.0021866621959509367,1985
54,1985-04-17,1272.310059,0.0021740064538408486,1985
55,1985-04-18,1265.130005,-0.005643320941471805,1985
56,1985-04-19,1266.560059,0.001130361302275751,1985
57,1985-04-22,1266.560059,0.0,1985
58,1985-04-23,1278.709961,0.00959283526561934,1985
59,1985-04-24,1278.48999,-0.00017202571866098635,1985
60,1985-04-25,1284.780029,0.004919896948117661,1985
61,1985-04-26,1275.180054,-0.007472076762799747,1985
62,1985-04-29,1259.719971,-0.012123843179247173,1985
63,1985-04-30,1258.060059,-0.0013176833250348435,1985
64,1985-05-01,1242.050049,-0.012725950470700038,1985
65,1985-05-02,1242.27002,0.00017710316921374465,1985
66,1985-05-03,1247.23999,0.00400071636599594,1985
67,1985-05-06,1247.790039,0.00044101296014405737,1985
68,1985-05-07,1252.75,0.003974996469738625,1985
69,1985-05-08,1249.780029,-0.002370761125523837,1985
70,1985-05-09,1260.27002,0.008393469855966083,1985
71,1985-05-10,1274.180054,0.011037344203427132,1985
72,1985-05-13,1277.5,0.0026055548347173178,1985
73,1985-05-14,1273.300049,-0.0032876328767123724,1985
74,1985-05-15,1273.52002,0.00017275661001720955,1985
75,1985-05-16,1278.050049,0.0035570928833926095,1985
