,Date,Adj Close,daily returns,year
0,1950-01-03,16.66,0.0,1950
1,1950-01-04,16.85,0.011404561824729969,1950
2,1950-01-05,16.93,0.0047477744807120645,1950
3,1950-01-06,16.98,0.0029533372711164035,1950
4,1950-01-09,17.08,0.00588928150765594,1950
5,1950-01-10,17.030001000000002,-0.002927341920374481,1950
6,1950-01-11,17.09,0.0035231354361046534,1950
7,1950-01-12,16.76,-0.01930953774136912,1950
8,1950-01-13,16.67,-0.005369928400954645,1950
9,1950-01-16,16.719998999999998,0.002999340131973373,1950
10,1950-01-17,16.860001,0.008373325859648834,1950
11,1950-01-18,16.85,-0.0005931790869999972,1950
12,1950-01-19,16.870001000000002,0.001187002967359086,1950
13,1950-01-20,16.9,0.0017782453006373001,1950
14,1950-01-23,16.92,0.001183431952662907,1950
15,1950-01-24,16.860001,-0.003546040189125369,1950
16,1950-01-25,16.74,-0.007117496612248245,1950
17,1950-01-26,16.73,-0.0005973715651133818,1950
18,1950-01-27,16.82,0.005379557680812903,1950
19,1950-01-30,17.02,0.011890606420927425,1950
20,1950-01-31,17.049999,0.001762573443008232,1950
21,1950-02-01,17.049999,0.0,1950
22,1950-02-02,17.23,0.010557244020952773,1950
23,1950-02-03,17.290001,0.0034823563551944136,1950
24,1950-02-06,17.32,0.0017350490610150981,1950
25,1950-02-07,17.23,-0.005196304849884518,1950
26,1950-02-08,17.209999,-0.001160824143935032,1950
27,1950-02-09,17.280001000000002,0.004067519120715948,1950
28,1950-02-10,17.24,-0.002314872551222869,1950
29,1950-02-14,17.059998999999998,-0.01044089327146176,1950
30,1950-02-15,17.059998999999998,0.0,1950
31,1950-02-16,16.99,-0.0041031069228081,1950
32,1950-02-17,17.15,0.009417304296645095,1950
33,1950-02-20,17.200001,0.002915510204081734,1950
34,1950-02-21,17.17,-0.001744244084636891,1950
35,1950-02-23,17.209999,0.002329586488060461,1950
36,1950-02-24,17.280001000000002,0.004067519120715948,1950
37,1950-02-27,17.280001000000002,0.0,1950
38,1950-02-28,17.219998999999998,-0.003472337762017741,1950
39,1950-03-01,17.24,0.001161498325290298,1950
40,1950-03-02,17.23,-0.0005800464037121816,1950
41,1950-03-03,17.290001,0.0034823563551944136,1950
42,1950-03-06,17.32,0.0017350490610150981,1950
43,1950-03-07,17.200001,-0.006928348729792146,1950
44,1950-03-08,17.190001000000002,-0.0005813953150350404,1950
45,1950-03-09,17.07,-0.0069808605595777454,1950
46,1950-03-10,17.09,0.0011716461628587917,1950
47,1950-03-13,17.120001000000002,0.0017554710356935145,1950
48,1950-03-14,17.25,0.007593399089170495,1950
49,1950-03-15,17.450001,0.011594260869565236,1950
50,1950-03-16,17.49,0.0022922061723663007,1950
51,1950-03-17,17.450001,-0.002286963979416702,1950
52,1950-03-20,17.440001000000002,-0.0005730658697382315,1950
53,1950-03-21,17.450001,0.000573394462534607,1950
54,1950-03-22,17.549999,0.005730544084209472,1950
55,1950-03-23,17.559998999999998,0.0005698006022677272,1950
56,1950-03-24,17.559998999999998,0.0,1950
57,1950-03-27,17.459999,-0.005694761144348464,1950
58,1950-03-28,17.530001000000002,0.004009278580142091,1950
59,1950-03-29,17.440001000000002,-0.005134055611291742,1950
60,1950-03-30,17.299999,-0.008027637154378753,1950
61,1950-03-31,17.290001,-0.0005779191085502091,1950
62,1950-04-03,17.530001000000002,0.013880855183293626,1950
63,1950-04-04,17.549999,0.0011407871568288853,1950
64,1950-04-05,17.629998999999998,0.004558404818142628,1950
65,1950-04-06,17.780001000000002,0.008508338542730729,1950
66,1950-04-10,17.85,0.003936951409620238,1950
67,1950-04-11,17.75,-0.005602240896358622,1950
68,1950-04-12,17.940001000000002,0.010704281690140975,1950
69,1950-04-13,17.98,0.0022295985379263976,1950
70,1950-04-14,17.959999,-0.0011124026696329589,1950
71,1950-04-17,17.879998999999998,-0.004454343232424559,1950
72,1950-04-18,18.030001000000002,0.008389374070994311,1950
73,1950-04-19,18.049999,0.001109151352792355,1950
74,1950-04-20,17.93,-0.006648144412639578,1950
75,1950-04-21,17.959999,0.0016731176798661523,1950
76,1950-04-24,17.83,-0.007238252073399421,1950
77,1950-04-25,17.83,0.0,1950
78,1950-04-26,17.76,-0.003925967470555061,1950
79,1950-04-27,17.860001,0.005630686936936875,1950
80,1950-04-28,17.959999,0.005598991847760779,1950
81,1950-05-01,18.219998999999998,0.014476615505379372,1950
82,1950-05-02,18.110001,-0.006037212186454971,1950
83,1950-05-03,18.27,0.008834842140538762,1950
84,1950-05-04,18.120001000000002,-0.0082101258894361,1950
85,1950-05-05,18.219998999999998,0.005518653117071892,1950
86,1950-05-08,18.27,0.0027442921374475236,1950
87,1950-05-09,18.27,0.0,1950
88,1950-05-10,18.290001,0.0010947454844006897,1950
89,1950-05-11,18.290001,0.0,1950
90,1950-05-12,18.18,-0.006014269764118682,1950
91,1950-05-15,18.26,0.0044004400440045026,1950
92,1950-05-16,18.440001000000002,0.009857667031763457,1950
93,1950-05-17,18.52,0.004338340328723261,1950
94,1950-05-18,18.559998999999998,0.002159773218142447,1950
95,1950-05-19,18.68,0.006465571469050297,1950
96,1950-05-22,18.6,-0.004282655246252586,1950
97,1950-05-23,18.709999,0.005913924731182709,1950
98,1950-05-24,18.690001000000002,-0.0010688402495370266,1950
99,1950-05-25,18.690001000000002,0.0,1950
100,1950-05-26,18.67,-0.0010701444050217333,1950
101,1950-05-29,18.719998999999998,0.0026780396357791174,1950
102,1950-05-31,18.780001000000002,0.0032052352139551044,1950
103,1950-06-01,18.77,-0.0005325345829322687,1950
104,1950-06-02,18.790001,0.001065583377730453,1950
105,1950-06-05,18.6,-0.010111814256955003,1950
106,1950-06-06,18.879998999999998,0.015053709677419168,1950
107,1950-06-07,18.93,0.0026483581911207594,1950
108,1950-06-08,19.139999,0.011093449550977276,1950
109,1950-06-09,19.26,0.006269645050660767,1950
110,1950-06-12,19.4,0.007268951194184683,1950
111,1950-06-13,19.25,-0.007731958762886525,1950
112,1950-06-14,18.98,-0.014025974025974004,1950
113,1950-06-15,18.93,-0.00263435194942048,1950
114,1950-06-16,18.969998999999998,0.002112995245641739,1950
115,1950-06-19,18.92,-0.002635688067247454,1950
116,1950-06-20,18.83,-0.004756871035940983,1950
117,1950-06-21,19.0,0.009028146574615068,1950
118,1950-06-22,19.16,0.008421052631578954,1950
119,1950-06-23,19.139999,-0.0010438935281837476,1950
120,1950-06-26,18.110001,-0.05381390040824972,1950
121,1950-06-27,17.91,-0.011043676916417637,1950
122,1950-06-28,18.110001,0.011167001675041893,1950
123,1950-06-29,17.440001000000002,-0.03699613268933547,1950
124,1950-06-30,17.690001000000002,0.014334861563368028,1950
125,1950-07-03,17.639999,-0.002826568523088425,1950
126,1950-07-05,17.809998999999998,0.009637188754942568,1950
127,1950-07-06,17.91,0.005614879596568336,1950
128,1950-07-07,17.67,-0.013400335008375123,1950
129,1950-07-10,17.59,-0.004527447651386635,1950
130,1950-07-11,17.32,-0.015349630471858987,1950
131,1950-07-12,16.870001000000002,-0.025981466512701976,1950
132,1950-07-13,16.690001000000002,-0.0106698274647405,1950
133,1950-07-14,16.870001000000002,0.010784900492216849,1950
134,1950-07-17,16.68,-0.011262654934045485,1950
135,1950-07-18,17.059998999999998,0.022781714628297242,1950
136,1950-07-19,17.360001,0.017585112402410036,1950
137,1950-07-20,17.610001,0.014400920829440044,1950
138,1950-07-21,17.59,-0.001135775063272319,1950
139,1950-07-24,17.48,-0.0062535531552017866,1950
140,1950-07-25,17.23,-0.014302059496567505,1950
141,1950-07-26,17.27,0.002321532211259382,1950
142,1950-07-27,17.5,0.013317892298784044,1950
143,1950-07-28,17.690001000000002,0.010857200000000131,1950
144,1950-07-31,17.84,0.008479309865499586,1950
145,1950-08-01,18.02,0.010089686098654693,1950
146,1950-08-02,17.950001,-0.003884517203107617,1950
147,1950-08-03,17.99,0.002228356421818479,1950
148,1950-08-04,18.139999,0.008337909949972269,1950
149,1950-08-07,18.41,0.014884289684911262,1950
150,1950-08-08,18.459999,0.0027158609451384944,1950
151,1950-08-09,18.610001,0.008125785922306963,1950
152,1950-08-10,18.48,-0.006985545030330736,1950
153,1950-08-11,18.280001000000002,-0.010822456709956615,1950
154,1950-08-14,18.290001,0.0005470459219339216,1950
155,1950-08-15,18.32,0.0016401858042544726,1950
156,1950-08-16,18.34,0.0010917030567685357,1950
157,1950-08-17,18.540001,0.010905179934569265,1950
158,1950-08-18,18.68,0.007551186216225098,1950
159,1950-08-21,18.700001,0.0010707173447537795,1950
160,1950-08-22,18.68,-0.0010695721353170303,1950
161,1950-08-23,18.82,0.007494646680942215,1950
162,1950-08-24,18.790001,-0.0015939957492029813,1950
163,1950-08-25,18.540001,-0.013304948733105443,1950
164,1950-08-28,18.530001000000002,-0.0005393742966895207,1950
165,1950-08-29,18.540001,0.0005396653783234015,1950
166,1950-08-30,18.43,-0.005933171201015602,1950
