Date,DJIA,S&P500,NASDAQ,DAX,FTSE100,HSI,KOSPI,NIFTY50
2000-01-07,11522.55957,1441.469971,3882.6201170000004,6780.959961,6504.799805,15405.629883000001,948.650024,
2000-01-10,11572.200195,1457.599976,4049.669922,6925.52002,6607.700195,15848.150391,987.23999,
2000-01-11,11511.080078,1438.560059,3921.1899409999996,6891.25,6518.899902,15862.099609,981.330017,
2000-01-12,11551.099609,1432.25,3850.0200200000004,6912.810059,6532.799805,15714.200195,955.01001,
2000-01-13,11582.429688,1449.680054,3957.209961,6955.97998,6531.5,15633.959961000002,951.0499880000001,
2000-01-14,11722.980469,1465.150024,4064.2700200000004,7173.220215,6658.200195,15542.230469,948.0300289999999,
2000-01-18,11560.719727,1455.140015,4130.810059,7072.120117,6504.600098,15789.200195,981.5300289999999,
2000-01-19,11489.360352,1455.900024,4151.290039,7091.040039,6445.5,15275.339844,938.7800289999999,
2000-01-20,11351.299805,1445.569946,4189.509765999999,7112.660156,6348.700195,15215.30957,945.900024,
2000-01-21,11251.709961,1441.359985,4235.399902,6992.75,6346.299805,15108.410156,925.159973,
2000-01-24,11008.169922,1401.530029,4096.080078,6931.990234000001,6379.799805,15167.549805,926.7700199999999,
2000-01-25,11029.889648,1410.030029,4167.410156,6809.640137,6274.100098,15103.040038999998,891.2199710000001,
2000-01-26,11032.990234,1404.089966,4069.9099119999996,6969.370117,6375.600098,15427.719727000002,885.5399779999999,
2000-01-27,11028.019531,1398.560059,4039.5600590000004,7126.129883,6441.0,15917.80957,909.2299800000001,
2000-01-28,10738.870117,1360.160034,3887.070068,7066.600098000001,6375.600098,16185.94043,941.669983,
2000-01-31,10940.530273,1394.459961,3940.350098,6835.600098000001,6268.5,15532.339844,943.8800050000001,
2000-02-01,11041.049805,1409.280029,4051.9799799999996,7050.459961,6290.899902,15653.860352000002,928.75,
2000-02-02,11003.200195,1409.119995,4073.959961,7171.950195,6302.799805,15789.820313,943.590027,
2000-02-03,11013.44043,1424.969971,4210.97998,7354.259765999999,6324.299805,15968.120116999999,950.2199710000001,
2000-02-04,10963.799805,1424.369995,4244.140136999999,7444.609863,6185.0,,,
2000-02-07,10905.790039,1424.23999,4321.77002,7296.319823999999,6118.600098,,973.1300050000001,
2000-02-08,10957.599609,1441.719971,4427.5,7549.879883,6285.799805,16228.730469,961.2199710000001,
2000-02-09,10699.160156,1411.709961,4363.240234000001,7629.109863,6315.399902,16819.460938,976.0499880000001,
2000-02-10,10643.629883,1416.829956,4485.629883,7709.27002,6279.799805,16845.169922,966.179993,
2000-02-11,10425.209961,1387.119995,4395.450195,7611.549805,6193.299805,17380.300781,953.2199710000001,
2000-02-14,10519.839844,1389.939941,4418.549805,7644.799805,6068.600098,17188.960938,910.8699949999999,
2000-02-15,10718.089844,1402.050049,4420.77002,7396.129883,6005.200195,16688.160156,879.7000119999999,
2000-02-16,10561.410156,1387.670044,4427.649902,7490.319823999999,6147.399902,17043.390625,879.5,
2000-02-17,10514.570313,1388.26001,4548.919922,7580.529785,6209.299805,16981.230469,897.5200199999999,
2000-02-18,10219.519531,1346.089966,4411.740234000001,7573.779785,6165.0,16599.160156,897.5200199999999,
2000-02-22,10304.839844,1352.170044,4382.120117,7607.939941,6014.700195,16255.169922,850.0200199999999,
2000-02-23,10225.730469,1360.689941,4550.330078,7698.970215,6144.100098,16376.790038999998,880.669983,
2000-02-24,10092.629883,1353.430054,4617.649902,7640.529785,6086.700195,17058.660156,867.3699949999999,
2000-02-25,9862.120117,1333.359985,4590.5,7738.680176000001,6198.0,17200.980469,864.76001,
2000-02-28,10038.650391,1348.050049,4577.850098,7587.129883,6099.600098,16984.439453,819.01001,
2000-02-29,10128.30957,1366.420044,4696.689941,7644.549805,6232.600098,17169.439453,828.380005,
2000-03-01,10137.929688,1379.189941,4784.080078,7727.930176000001,6364.899902,16843.589844,,
2000-03-02,10164.919922,1381.76001,4754.509765999999,7945.77002,6432.100098,16936.810547,894.659973,
2000-03-03,10367.200195,1409.170044,4914.790039,7960.029785,6487.5,17285.240234,894.830017,
2000-03-06,10170.5,1391.280029,4904.850098,7975.779785,6567.799805,17758.759766,909.330017,
2000-03-07,9796.030273,1355.619995,4847.839844,8064.970215,6466.5,17865.359375,907.340027,
2000-03-08,9856.530273,1366.699951,4897.259765999999,7987.0,6411.200195,17951.429688,915.23999,
2000-03-09,10010.730469,1401.689941,5046.859863000001,7949.149901999999,6532.100098,17637.029297,884.590027,
2000-03-10,9928.820313,1395.069946,5048.620117,7975.950195,6568.700195,17831.859375,891.3599849999999,
2000-03-13,9947.129883,1383.619995,4907.240234000001,7693.850098000001,6466.899902,17096.679688,854.659973,
2000-03-14,9811.240234,1359.150024,4706.629883,7650.049805,6487.100098,16929.160156,846.73999,
2000-03-15,10131.410156,1392.140015,4582.620117,7414.459961,6447.0,16747.199219,837.530029,
2000-03-16,10630.599609,1458.469971,4717.390136999999,7583.959961,6557.299805,16359.0,841.2199710000001,
2000-03-17,10595.230469,1464.469971,4798.129883,7710.919922,6558.0,17082.990234,855.570007,
2000-03-20,10680.240234,1456.630005,4610.0,7872.379883,6624.5,17234.460938,850.51001,
2000-03-21,10907.339844,1493.869995,4711.680176,7807.930176000001,6617.899902,17199.980469,863.409973,
2000-03-22,10866.700195,1500.640015,4864.75,7798.620117,6609.600098,17547.039063,882.429993,
2000-03-23,11119.860352,1527.349976,4940.609863000001,7694.779785,6594.600098,17715.580078,867.6199949999999,
2000-03-24,11112.719727,1527.459961,4963.029785,7932.419922,6738.5,17784.570313,889.23999,
2000-03-27,11025.849609,1523.859985,4958.560059,7892.490234000001,6687.200195,18292.859375,886.7100220000001,
2000-03-28,10936.110352,1507.72998,4833.890136999999,7931.930176000001,6650.100098,18301.689453,891.2899779999999,
2000-03-29,11018.719727,1508.52002,4644.669922,7864.759765999999,6598.799805,18096.369141,908.51001,
2000-03-30,10980.25,1487.920044,4457.890136999999,7644.890137,6445.200195,17467.150391,889.9500119999999,
2000-03-31,10921.919922,1498.579956,4572.830078,7599.390137,6540.200195,17406.539063,860.9400019999999,
2000-04-03,11221.929688,1505.969971,4223.680176,7429.220215,6462.100098,16892.929688,846.4400019999999,
2000-04-04,11164.839844,1494.72998,4148.890136999999,7522.799805,6427.0,,830.159973,
2000-04-05,11033.919922,1487.369995,4169.220215,7330.77002,6379.299805,16318.44043,830.159973,
2000-04-06,11114.269531,1501.339966,4267.560059,7446.209961,6451.100098,16491.390625,804.349976,
2000-04-07,11111.480469,1516.349976,4446.450195,7522.200195,6569.899902,16941.679688,837.380005,
2000-04-10,11186.55957,1504.459961,4188.200195,7516.950195,6533.399902,16850.740234,870.169983,
2000-04-11,11287.080078,1500.589966,4055.899902,7442.660156,6379.200195,16487.660156,855.0499880000001,
2000-04-12,11125.129883,1467.170044,3769.6298829999996,7443.069823999999,6350.799805,16577.089844,837.01001,
2000-04-13,10923.549805,1440.51001,3676.780029,7449.060059,6357.0,16352.55957,,
2000-04-14,10305.769531,1356.560059,3321.290039,7214.830078,6178.100098,16142.759766,800.8900150000001,
2000-04-17,10582.509766,1401.439941,3539.1599119999996,7187.140137,5994.600098,14762.370116999999,707.719971,
2000-04-18,10767.419922,1441.609985,3793.570068,7196.490234000001,6074.0,15278.320313,747.299988,
2000-04-19,10674.959961,1427.469971,3706.4099119999996,7216.709961,6184.899902,15427.200195,755.080017,
2000-04-20,10844.049805,1434.540039,3643.8798829999996,7157.950195,6241.200195,15367.139647999998,761.25,
2000-04-24,10906.099609,1429.859985,3482.4799799999996,,,,747.580017,
2000-04-25,11124.820313,1477.439941,3711.2299799999996,7280.509765999999,6283.0,15380.009766,737.200012,
2000-04-26,10945.5,1460.98999,3630.0900880000004,7388.549805,6256.5,15227.389647999998,713.22998,
2000-04-27,10888.099609,1464.920044,3774.030029,7221.740234000001,6179.299805,15192.870116999999,692.070007,
2000-04-28,10733.910156,1452.430054,3860.6599119999996,7414.680176000001,6327.399902,15519.299805,725.3900150000001,
2000-05-01,10811.780273,1468.25,3958.080078,,,,,
2000-05-02,10731.120117,1446.290039,3785.4499509999996,7555.919922,6373.399902,15817.759766,752.590027,
2000-05-03,10480.129883,1415.099976,3707.3100590000004,7376.930176000001,6184.799805,15577.469727000002,752.76001,
2000-05-04,10412.490234,1409.569946,3720.23999,7386.709961,6199.600098,15314.070313,751.289978,
2000-05-05,10577.860352,1432.630005,3816.820068,7530.819823999999,6238.799805,15268.639647999998,,
2000-05-08,10603.629883,1424.170044,3669.3798829999996,7408.089844,6216.299805,14901.0,770.23999,
2000-05-09,10536.75,1412.140015,3585.01001,7280.540039,6123.799805,14776.900391,760.849976,
2000-05-10,10367.780273,1383.050049,3384.7299799999996,7120.859863,6100.700195,14492.919922,759.51001,
2000-05-11,10545.969727,1407.810059,3499.580078,7259.47998,6245.899902,,,
2000-05-12,10609.370117,1420.959961,3529.0600590000004,7269.279785,6283.5,15111.94043,740.299988,
2000-05-15,10807.780273,1452.359985,3607.649902,7195.149901999999,6247.700195,14881.299805,728.669983,
2000-05-16,10934.570313,1466.040039,3717.570068,7371.060059,6318.399902,15160.290038999998,746.77002,
2000-05-17,10769.740234,1447.800049,3644.959961,7211.509765999999,6196.200195,14827.80957,727.179993,
2000-05-18,10777.280273,1437.209961,3538.709961,7181.580078,6233.0,14322.599609,712.950012,
2000-05-19,10626.849609,1406.949951,3390.399902,6989.029785,6045.399902,14478.259766,730.679993,
