Date,S&P500,DJIA,DAX,FTSE100,HSI,KOSPI,NIFTY50
1993-07-15,449.22000099999997,3550.929932,1807.119995,2831.699951,6978.5,,
1993-07-16,445.75,3528.290039,1829.359985,2833.0,6925.200195,,
1993-07-19,446.02999900000003,3535.280029,1835.089966,2842.899902,6813.700195,,
1993-07-20,447.30999800000006,3544.780029,1826.449951,2823.899902,6846.799805,,
1993-07-21,447.17999299999997,3555.399902,1821.280029,2814.100098,6840.0,,
1993-07-22,444.51000999999997,3525.219971,1828.530029,2820.100098,6760.0,,
1993-07-23,447.10000599999995,3546.73999,1830.609985,2827.699951,6750.299805,,
1993-07-26,449.089996,3567.6999509999996,1859.4899899999998,2844.199951,6858.100098000001,,
1993-07-27,448.23999000000003,3565.459961,1846.02002,2879.399902,6866.0,,
1993-07-28,447.19000199999994,3553.4499509999996,1832.199951,2884.199951,6903.200195,,
1993-07-29,450.23999000000003,3567.419922,1823.4000239999998,2917.600098,6899.899901999999,,
1993-07-30,448.130005,3539.469971,1823.069946,2926.5,6989.0,,
1993-08-02,450.14999400000005,3560.98999,1818.0999760000002,2941.699951,7029.0,,
1993-08-03,449.26998899999995,3561.2700200000004,1857.359985,2945.0,7211.799805,,
1993-08-04,448.540009,3552.0500490000004,1861.219971,2941.300049,7164.200195,,
1993-08-05,448.130005,3548.969971,1870.800049,2943.399902,7307.5,,
1993-08-06,448.67999299999997,3560.429932,1878.939941,2969.800049,7396.799805,,
1993-08-09,450.72000099999997,3576.080078,1870.2399899999998,2986.399902,7382.200195,,
1993-08-10,449.450012,3572.7299799999996,1864.5100100000002,2971.600098,7329.799805,,
1993-08-11,450.459991,3583.350098,1894.560059,3006.100098,7357.600098000001,,
1993-08-12,448.959991,3569.0900880000004,1908.689941,3009.100098,7339.600098000001,,
